featureid	UNKNOWN	k__Archaea|p__Euryarchaeota	k__Bacteria|p__Actinobacteria	k__Bacteria|p__Bacteroidetes	k__Bacteria|p__Candidatus_Melainabacteria	k__Bacteria|p__Firmicutes	k__Bacteria|p__Fusobacteria	k__Bacteria|p__Lentisphaerae	k__Bacteria|p__Proteobacteria	k__Bacteria|p__Spirochaetes	k__Bacteria|p__Synergistetes	k__Bacteria|p__Verrucomicrobia	k__Eukaryota|p__Ascomycota	k__Eukaryota|p__Eukaryota_unclassified
5-acetylamino-6-amino-3-methyluracil	0.5838419060551572	-1.0524239096889403	-0.21009977217717957	0.29509693584667196	-0.2706677419532446	0.2067389880238849	-0.5472286738902168	-1.6938988141579185	-0.34557408984134974	-1.159514291564414	0.4391598521316382	0.3657179948827962	0.13808696277181243	-1.3058031865445359
5-aminolevulinic acid	3.3137198150010607	2.3938048214565293	3.111144984694622	2.4617450100114313	2.377690789101151	2.6721922045980864	1.7712321920292442	0.8467387494670622	3.144140839448796	1.6913423171797994	3.264289009867027	2.503137908012914	1.86743186619656	-1.8119171627323305
5-dodecenoate	-4.166220988003682	-3.36905171395886	-4.185510230852823	-3.8642795915485095	-3.698435173555464	-3.977187286516029	-3.312736725671809	-2.27147670258825	-4.179545778464273	-2.8057696078756456	-4.254743251108572	-3.950260585844353	-2.55758458558059	-1.0233507206919286
5-hydroxytryptophan	-2.0841479748449463	1.2609540048013166	-1.2556463090302417	-2.780663981211002	-1.3661495210215202	-2.4553222883757884	-1.130042154047284	2.142562365917342	-0.9019422439371185	1.5537074696946291	-2.2452280228832873	-3.09237700972774	0.5079303449154744	-1.2481042153125537
5alpha-cholestan-3beta-ol	-3.7327002957955036	0.3613594119637389	-2.947707200467315	-4.130922471030213	-2.563330910323068	-3.9227326262318543	-1.949407401155699	2.318978859735068	-2.5937190229136564	1.2120465829330698	-3.9787157023858324	-4.522667064514763	0.4404230089998955	0.21635556889246516
7-methylguanine	0.8657725090875767	0.6941869444165434	1.2234374534979502	1.5248105944002368	1.3160061818463342	1.4423193585064715	1.463475346864963	0.8596349568452581	1.1721873877979188	0.6423374589446276	1.082444549748626	1.6145753102585565	-0.07910142713426671	2.2323821182197015
7-methylxanthine	5.209729255987931	1.9936309218789123	5.288552106741669	5.780990231370429	4.556701286488443	5.73465744441672	3.9292112849391687	-0.19110887399731588	5.052808848196782	0.7839053385638621	5.691015287682744	6.183160603560496	-0.018090108309122055	0.7605754180882633
8-hydroxy-deoxyguanosine	-0.3777569624962571	-0.7440073103795521	-0.5031127945253056	-0.0026505835643917397	-0.256322054903678	-0.131565153937102	-0.11231052290874932	-0.41421212983569045	-0.580524536753795	-0.5619507553351752	-0.3553277327111939	0.035204027758469064	-0.3377457028300461	1.032063697098676
9.10-diHOME	0.37920099236528904	0.07133840765457045	0.6615083295731594	0.46992411174822535	0.3740136260547904	0.5303519554149879	0.22323412986445423	-0.4725891010248604	0.6638640213358965	-0.2954719144332296	0.5316020282162306	0.5422828661243213	-0.9306333334701633	-0.882992068966415
ADMA/SDMA	5.658086374672406	4.528909922218096	6.150634855767965	5.723303296321944	5.392136354388542	5.871853260582602	4.915604700098184	2.945993435722015	6.132943779597315	3.5609091013584733	5.995861462767875	5.916949254174676	2.3079047913352597	1.7777649921526488
C10 carnitine	-1.8684269247011618	0.4987445195583655	-1.0505534289707759	-2.204688383665295	-1.2205789681872519	-1.9552585990670424	-1.0664580047406773	0.990969435317232	-0.7950038834751337	0.5647297679540557	-1.8778607232453286	-2.389815683613135	-0.643242684766006	-1.4003462391066699
C10:2 carnitine	-0.5007636779340818	1.0041223859113129	-0.20232948116557714	-0.6014384611266934	-0.04075555785312179	-0.5350152995407301	0.2058781696609493	1.7718760745508384	-0.07610187091497311	1.3368752302339075	-0.5878674614010979	-0.7445898221317422	1.0447641424200875	1.124861227629777
C12 carnitine	-0.8383283726060715	1.219418851166802	-0.266640407768876	-1.2107356505725584	-0.35090278052136537	-1.0094010510651068	-0.20114952288297627	1.7467051978333814	-0.049058062363971255	1.3715842505406108	-0.9104419281885079	-1.39353298761772	0.608235773048714	-0.29235968858322053
C12:1 carnitine	-0.6136585492385724	1.528040146799147	-0.033804306793337124	-1.4547992193136807	-0.42769552711623593	-1.1220571453690256	-0.4980735436776087	1.5410330738397484	0.24598396998642114	1.4390728195248812	-0.7354296250508927	-1.665534405207746	0.6423994267668527	-2.077666749779683
C14 carnitine	-1.019983819477972	1.322559507698919	-0.24989648138977816	-1.0765287001823574	-0.18957244840840115	-0.9179525407118471	0.1203662421213838	2.2042824343025162	-0.03451202717940183	1.587314437006281	-1.0201578823663944	-1.2535057899527957	0.4943103514694607	0.8577911982416686
C14:0 CE	-2.634128496613498	-2.7497702048703188	-2.811782530318471	-2.7996077877977132	-2.817892177052715	-2.798226494911517	-2.860143217319723	-2.792889805733466	-2.8154303773062885	-2.713471576703083	-2.713048102775373	-2.819784189689044	-2.365701218240273	-2.9926551533289527
C14:0 LPC	-0.4256009421875597	-0.5773959066588752	-0.4484490751283903	-0.5509669946973086	-0.5723389214259016	-0.5175871347881561	-0.6668314261480572	-0.8209733867651197	-0.442931537247761	-0.6904341719245393	-0.43443174421230957	-0.5451990129965609	-0.6707114275887824	-1.2402599924677333
C14:0 SM	-2.1274486036087343	-1.2947042201323722	-1.8614181009909065	-2.1337948280217445	-1.827000975939339	-2.0833597845372425	-1.7050428237556574	-0.9473440095697405	-1.786680986409237	-1.1811864005432753	-2.134204310305316	-2.1995096994904046	-1.5436157973084454	-1.3687184523970921
C14:1 carnitine	-0.8291822171667396	1.18738049885964	-0.15923860277808166	-1.072388477343597	-0.2511815447152559	-0.879344612459653	-0.08650424114549726	1.6990067899481567	0.050598978086468516	1.2964635340183932	-0.8451403791158878	-1.2323404037014947	0.32857849298253905	-0.13373635328854278
C14:2 carnitine	-1.0555449053182078	1.0980230946792906	-0.33883938505719846	-1.488462929718071	-0.5597674916016375	-1.2333453587401508	-0.4732764940371148	1.4293853098068532	-0.09370591527282868	1.1126801897570076	-1.0872194454756627	-1.6659966701580502	0.06278914326751783	-1.1145074012327307
C16 carnitine	1.1358041514343529	0.6091505460084248	0.7675226386589065	0.7581796484563152	0.6415375928380609	0.7789510111417032	0.45411836408154804	0.2186881970377084	0.747418421361934	0.5274789199831371	1.0133414705153276	0.7520628805943637	1.1690777517910491	-0.37198239521246507
C16-OH carnitine	1.5146690776945557	2.085999843043685	1.6272249102457936	1.0805920948156185	1.4070306657602272	1.216771974679355	1.2997664982383952	1.8984478098169213	1.7236303511064657	1.9875814101033242	1.4408860293910077	1.0075851694621902	1.857853076388937	0.3122652159417049
C16:0 CE	-0.7060349050449877	-0.9166595005825027	-0.8855991177831715	-0.5222169574798052	-0.6752863604934971	-0.616688454821111	-0.564168414616945	-0.6104917928854661	-0.9369420322514252	-0.7196630029720446	-0.7421904280457845	-0.5172805998855083	-0.36276508497428983	0.34957776640470456
C16:0 Ceramide (d18:1)	1.2659790039978174	0.2046455689208484	0.8680560323334563	1.1021530451970183	0.7420311754837385	1.0701953767047252	0.528069644076294	-0.34442725350988135	0.7897846878333113	0.032749946396383844	1.2184187641990043	1.1628431692028278	0.6366555095384627	-0.2786353827145552
C16:0 LPC	5.08026877255535	5.059126591176199	7.0358679584210595	6.654623490190162	6.438552169223619	6.7466403660069405	6.44850199646175	4.224133119775792	7.047111721687048	3.9945469269558203	5.9996286507982095	6.972232992395303	0.03657114557297669	5.15139534528056
C16:0 LPE	3.175682047455424	0.3991198693929814	2.330878334167953	3.1153638949983398	2.0992144331254936	2.981800931741963	1.644503266290793	-0.8773878488804641	2.1001899360876055	-0.044479519737894435	3.175132728058891	3.320705145626403	1.1302582743624066	0.11516588892902518
C16:0 SM	2.562289932461208	1.121568919457868	2.191409934185856	2.143458440154876	1.7371623896887964	2.2013796066968143	1.2765721583657663	-0.10718105288466859	2.126097269688082	0.6018936695820241	2.5503709724337247	2.2410638392859403	1.0488602582933653	-1.0557188856537985
C16:1 CE	-1.9405809144521702	-0.7169237476248815	-1.5770770242609042	-1.8814366295081932	-1.4520334201135539	-1.8340469236155692	-1.2278093675565753	-0.08824268143788735	-1.4788450610203576	-0.48553699260245153	-1.951754603272125	-1.977021562764874	-0.962399195993688	-0.4104023409043998
C16:1 LPC	0.9035262984586576	1.1040719132371914	0.9717371151606928	0.26223510224551094	0.521676182131734	0.45515948055113087	0.22359051474443326	0.40367871493727425	1.0684044631303484	0.761411232835421	0.8400681855683043	0.21784038117507218	0.6291430462165128	-1.8738537873536836
C16:1 LPC plasmalogen	0.5259860915957151	1.1804302719580138	1.162792221954761	0.31936284229558676	0.676072848189798	0.5322749343563972	0.4957313132386776	0.6044497055949603	1.290367835946142	0.7230043181798322	0.6719039941231033	0.3142046644909162	-0.4666323166393531	-1.365445011587854
C16:1 LPE	-2.150579118746443	-2.3042687078713886	-3.114973104850444	-3.179946634142506	-3.0606795025248994	-3.149506581171741	-3.2368904533780194	-2.33095427967065	-3.0973683218191694	-1.9919999544727176	-2.617330581059475	-3.3334719969021678	-0.07326414807741832	-3.697229077670857
C16:1 MAG	-0.8288992068976033	-2.80279376644261	-1.6641682330152914	-0.6948107341261995	-1.5023853934741451	-0.9034378989642372	-1.6391236244730802	-3.1591653097790666	-1.8735731267121345	-2.7775448088087025	-0.9093300166146498	-0.5730985794243524	-1.435434911696921	-1.3345605811005066
C16:1 SM	-1.4954802352369865	-1.3290816192648407	-1.5374519175424484	-1.174485171033994	-1.225345038876016	-1.2807864890416174	-0.9953607974354439	-0.7222110330741944	-1.5705955838866654	-1.0195199926351268	-1.5117840667461673	-1.1896504326802444	-0.8585508425093784	0.48593348159444844
C18 carnitine	0.5553007238584686	-0.5557988312703781	0.3129518695574436	0.6221663577154029	0.1982621841521599	0.569304263669831	0.025585001002031538	-1.0842297768765146	0.2200975894305014	-0.773756268283682	0.5970655511187326	0.7183168810874334	-0.48846140689442086	-0.5998052025391538
C18:0 CE	-0.38489854030508086	-1.3463086413970977	-0.7250601805707697	-0.22949112539506022	-0.6432561002101105	-0.3381927822830578	-0.6894705962504013	-1.4984465982579713	-0.8305712628868978	-1.3461834928771452	-0.39313408854044773	-0.15972330523073322	-0.817920326955059	-0.4597745728957699
C18:0 LPC	2.8823241533833928	2.5233280759181014	3.224221628037954	2.8749921317568923	2.799151268128311	2.98067126932964	2.559827907024525	1.7306796627174204	3.241819811635283	2.0164015840052625	3.0561492081025357	2.9569739311060346	1.2386181955435327	0.8435729766516107
C18:0 LPE	-0.566241130392442	-1.328721113308398	-1.1789853647063644	-0.6574388774522355	-0.9691589929973636	-0.7769704389597815	-0.9760547547207115	-1.2268187835650692	-1.271930551617231	-1.1057712768087207	-0.7308457930354848	-0.6562448711137763	0.0163737018071779	-0.36229928734568034
C18:0 LPE-A	3.2168220421752483	3.3329446095272703	4.250113490778713	3.878591035270648	3.85416418109841	3.9713225169408974	3.8087333683340887	2.7976415954459113	4.284074138329572	2.732763691466287	3.6676249701209462	4.022952884860769	0.6630041827113105	2.7401353149096983
C18:0 LPE-B	2.2129516274239545	2.08190141225529	2.3319216765930957	1.882505907594443	1.9475208889090672	2.011542546156503	1.6962310413269275	1.4044313459030058	2.378069782505164	1.71670964095415	2.2396942698279627	1.8958597373735215	1.429784732928502	-0.018909757569576302
C18:0 MAG	1.1253305651393997	-0.1063708587369625	0.940317970652915	1.2995717822316422	0.8118278600983606	1.2356705130694379	0.6374976193886723	-0.6882829330730338	0.8337953928551042	-0.37499838742003533	1.2149343959203787	1.421542188377193	-0.22753024304136238	0.0007502705247878771
C18:0 SM	-0.5469531632196287	-0.7807278559715032	-0.5031664043311301	-0.40233080180450664	-0.5216062698293009	-0.424217752648962	-0.5275432969285097	-0.8578312450632042	-0.5279431551742528	-0.842122313764345	-0.49441228578404584	-0.36731279817073537	-0.9593897318637494	-0.5349733398454561
C18:1 CE	0.3305748638420378	0.028644060761378043	0.32882312738355446	0.8077459150432957	0.5616514939504951	0.682037887396349	0.7256257394724563	0.3650436326188278	0.2553364773601233	0.1744714510901204	0.40353657946471877	0.858415948880983	0.16197117527257854	1.895318828294433
C18:1 LPC	2.5415695649151426	2.3106077379944168	3.164325725733786	3.1451305017913187	2.9685604490027826	3.1522205606629625	2.963678372878552	1.9825447283242774	3.143948906237731	1.9323517555666925	2.8667288291161963	3.2739207885425485	0.640601546108615	2.5609294704569954
C18:1 LPC plasmalogen	0.5999649781440417	0.8902118438799183	1.4320118387214527	0.920668140280483	1.0275472581407548	1.0492586674531652	0.937259009430049	0.37086038371818675	1.4959977742765895	0.37498051336119875	0.9175242228538583	1.0047072580444918	-1.2621070086206685	-0.3451603736125067
C18:1 LPE	-0.6731266596830574	-1.5150681118273095	-0.8003864398671596	-0.7871051320262361	-1.0534223002021355	-0.7655490332427449	-1.2908558435625899	-2.194861271264919	-0.844738510582816	-1.8309444188886967	-0.635624240225896	-0.714584795168069	-1.7411685777686663	-2.511910805002031
C18:1 SM	-2.550225240321884	-1.0320152365397668	-2.089384947310383	-2.1793516061356755	-1.7318920143297332	-2.2014036254700424	-1.3059160174539197	0.09705747457512218	-2.002762053191373	-0.5841001533281323	-2.531477641547715	-2.2835444427308143	-1.177823711252271	0.6818160197867957
C18:1 carnitine	-0.3704166806693796	0.22267897634851685	0.49181922385848353	0.5331527932665707	0.5717417411515688	0.4976293192602176	0.8515972775382898	0.6385038177878244	0.5048677421528861	0.15231223330969357	-0.02634682634755592	0.6100567381922235	-1.4397789976411395	1.896635029839627
C18:1-OH carnitine	2.274106355525921	1.8763660421596398	2.1731874470225927	2.010891247731564	1.9386955101855778	2.0687530229215043	1.737153801963233	1.3607682183835712	2.173898805181515	1.65013727315963	2.252630667869649	2.029300417396269	1.7697280126569361	0.590303056528819
C18:2 CE	1.409731796595167	0.4735556532161156	1.3238327462710953	1.5072000403773884	1.1528562008603673	1.4833840743595075	0.9808505069376856	-0.08658630960239286	1.2529958523844895	0.1953455904390431	1.4947577490303772	1.6046961881698691	0.1939628533768869	0.19440787709603796
C18:2 LPC	4.746615435668616	3.2381044460488524	5.435189600278042	5.41535774146915	4.806958722300567	5.458843062926319	4.454996512243387	1.7911522954723396	5.34393337249991	2.248688764714686	5.265137062672361	5.703189471586227	0.5489194954160657	2.128500990893142
C18:2 LPE	-1.921142462863584	0.22686157846559674	-1.1817283565420507	-1.4434280587539539	-0.7825850593502603	-1.4376131686395008	-0.24045211694038815	1.6393333521183069	-1.0448537221160625	0.7429232677744393	-1.860791413281854	-1.5799004734315987	-0.288800202160862	2.116766502420107
C18:2 carnitine	-0.08189627311312409	0.6239352377833942	0.2679349259208126	-0.35340096456105674	0.0010758858962942597	-0.2020186178221538	-0.08189579531140656	0.41766152961729763	0.3765178621464308	0.4417021630632618	-0.0630789915129828	-0.40445545631631186	-0.14248342677694614	-1.117138239521966
C18:3 CE	-1.1393929661611932	-1.8429913397464954	-1.2858461540453014	-0.9384520204167732	-1.2547502419725802	-1.0145217313733537	-1.284801640599998	-1.989313807680342	-1.3627699404105358	-1.8942468013727574	-1.0985754083901211	-0.8714738726458706	-1.711485748821358	-1.1665931754236518
C18:3 LPC	3.416364082997869	3.6144107826091596	3.6470821525658224	3.7703409851195877	3.7566172218882468	3.728240864317676	3.9016804075412725	3.9044548043837195	3.6398545248156235	3.682586583413494	3.508092934882451	3.788296754736867	3.2834884012447056	4.622174106646033
C2 Ceramide (d18:1)	-3.072603569401148	-2.9072103979093846	-3.2738301749694765	-2.971581562142667	-2.979063584438088	-3.059531247471605	-2.7974409507089115	-2.3465858769888945	-3.296843022693249	-2.5648253808592107	-3.172331812894381	-3.0163702592015853	-2.087719207463697	-1.525146124428153
C2 carnitine	1.777109070622927	1.4295856749876745	1.5906763880292127	1.1397662924651282	1.1832435624532627	1.2778962010051944	0.838670067069154	0.6187999264591355	1.630609903110797	1.0960137220597446	1.6813136825220258	1.1258629708751253	1.3775256978631742	-1.2108937569759655
C20 carnitine	-0.7808093118917498	-0.7654743610123171	-0.76829958518256	-0.6173801151389198	-0.6642296696516481	-0.6602419470357394	-0.578869081692823	-0.5596929670629753	-0.7849791202484875	-0.6708726695341278	-0.770501083270247	-0.6144728959059251	-0.6677645260252354	-0.042240386379858
C20:0 LPE	0.604357209665753	0.1824767464036583	0.6385679522816055	0.843163837106135	0.6327394410289529	0.7976335676165464	0.6268335834623107	0.07165670036780838	0.5911179843593185	0.09945507561265465	0.6853033437889389	0.9025763038480625	-0.03146137942365845	0.6875776493119523
C20:0 SM	-3.1614976296911803	-1.6033381290569935	-2.3483131835763347	-2.3689766536945003	-1.985831546621828	-2.4144581404928442	-1.4757184200045723	-0.4191267785509776	-2.2741663085914725	-1.2484658583891726	-2.9688095434216333	-2.4146694340768975	-2.5382648636770475	0.8109769847155568
C20:1 LPC	-1.6362812313040735	-0.6535685302421239	-0.7757137724191265	-1.038326377854473	-0.7811594827232908	-0.9997108415734136	-0.5492602504125557	-0.27327094032875343	-0.7045366975141831	-0.721410485304653	-1.3696277927394611	-1.019291192495539	-2.2484436883407333	0.0528519867968113
C20:3 CE	0.44396673814638055	-0.7714542948384233	0.011198033322466827	0.25926600587496984	-0.15016691997480391	0.22809709397000544	-0.40335895530746746	-1.4303965878143037	-0.07656316810961838	-0.9905575502985657	0.40002399201940797	0.33239790474262376	-0.348648549295397	-1.3950326431379652
C20:3 LPC	0.20343746126987794	0.9305672989432718	1.5324476961172053	1.4685945030041274	1.5069379628128567	1.4550057310740256	1.8198219113715328	1.2478106776075812	1.5572606833330034	0.6599537594343268	0.7499149270643262	1.605507856325921	-1.851237861277807	2.715923850493764
C20:4 CE	0.07611795525930587	-0.40679802884241756	-0.25073099267642074	0.21260575904898427	-0.03597121465551023	0.09908434759823359	0.03522879222048192	-0.1866831295877531	-0.3264366925571701	-0.21286212189631826	0.011138022746315812	0.2279641145523725	0.3893638435529092	0.8759497129312002
C20:4 LPC	-3.302513244174927	-1.6327251906518576	-2.891222384732118	-2.981416859510894	-2.475877977025058	-3.0073673901184406	-2.0133290454954764	-0.3636269272816415	-2.7954110407090806	-1.0945430753737844	-3.3271963053213547	-3.1116319883732744	-1.555795970759481	0.20112770696902643
C20:4 LPE	-3.8198768614083325	-2.257116411168396	-3.707875550588832	-4.095560078954249	-3.4889965021619522	-4.032514640217957	-3.240369653086181	-1.3910874124243449	-3.576556025572814	-1.8112813244507002	-4.004639705522251	-4.276827808463302	-1.7145252654582541	-2.1978322034573545
C20:4 carnitine	2.532828160983534	-0.7266485640769886	1.168831597125939	2.6876170455622246	1.379250546019164	2.3659530252757377	1.1115172410801477	-1.4246728447615318	0.8320505889774304	-0.7425969221232265	2.4050023437489916	2.890231426572656	1.4277627627502008	1.335727136859004
C20:5 CE	-1.9953885388640882	-1.4242814282094205	-1.8100612056612324	-1.4217571093324868	-1.383400877484167	-1.5486334515431577	-1.0041264182665552	-0.4775522959271281	-1.8282074133784474	-1.013166507649336	-1.9490326241364277	-1.4438226668989942	-1.220976351731101	1.1746408211630288
C20:5 LPC	0.2603783826673438	0.444088480889512	0.24880191884831393	0.39534341110604987	0.4092190824349622	0.3490610224469636	0.5363942757529114	0.7946791714843588	0.2422784006347981	0.6232771037171805	0.237244483643118	0.37446984872134825	0.710878691166331	1.3112727440174914
C22:0 Ceramide (d18:1)	-0.8275203278542738	-0.4273377879634266	-0.4702142524071664	-0.5408947860338735	-0.45113253319002933	-0.5353755368793168	-0.33592147934330296	-0.22357159275756253	-0.44515936550923996	-0.4335730547923511	-0.7167511145839676	-0.5326514603030064	-1.0583219679669589	0.033549200392255896
C22:0 LPE	-4.111728762884717	-1.4523091776425145	-3.502399853771614	-3.942763371212112	-3.0394059743674022	-3.9004558201579145	-2.4610330880146654	0.2074093075011583	-3.3136354830449113	-0.750543699947805	-4.195794104322397	-4.1680081211535756	-1.4230821922069103	0.059220777132464375
C22:0 SM	-1.1582182324330463	-0.047717364717040134	-0.8962242049739942	-0.7844645925774596	-0.498902261281275	-0.8498304342882214	-0.1037194092076481	1.0124492455267242	-0.8527719454240555	0.4164186509506478	-1.1672971856524992	-0.8672005370275877	0.15016209862086294	1.9512106681896877
C22:1 MAG	-3.415781783493014	-3.7937202206048637	-4.202330330639796	-3.60788950750921	-3.7861913630934065	-3.75755279198041	-3.6678051278010404	-3.2375741928021013	-4.280009471440695	-3.2786012751974205	-3.707510533764532	-3.6779170542700865	-1.7181047322356426	-2.230657804655386
C22:1 SM	-1.607611638012552	-1.6376724999669232	-2.060199420520697	-1.8723100016391714	-1.8697952318959432	-1.9205177636695168	-1.8276768581008243	-1.3406253902081156	-2.0755684704185136	-1.3425941591214245	-1.8162311866012892	-1.9421873285021705	-0.4096589899275549	-1.239700524672577
C22:4 CE	-2.185711002478279	-1.0777648713568286	-2.0145407162408624	-1.7668338849457002	-1.5075839467691425	-1.8695649149179574	-1.053168573267356	0.16372345747985342	-1.9860802126188406	-0.49712909934543603	-2.2267120138608067	-1.8592167459562732	-0.5710102073885444	1.4571619488533663
C22:5 CE	-2.1234601508301183	-0.3107690207024678	-1.6759982932999933	-1.7080475181362171	-1.1784081440353553	-1.7547220530782592	-0.6426493677154101	1.146808432879333	-1.5800668011379484	0.31067354097371336	-2.1431870942981712	-1.8462165251586327	-0.18837506685752947	1.9841509381722018
C22:6 CE	-0.38181749640079987	-0.31012899943488037	-0.6991945901367902	-1.0473518804300064	-0.8747784976983963	-0.9490769999267409	-1.064605534108581	-0.6078477579543857	-0.6464797510513227	-0.3368600268300277	-0.5854036680692012	-1.1279280584317335	0.3063287239492305	-2.13699642734804
C22:6 LPC	-2.917778665478608	-2.223056692501096	-3.2869233293478954	-3.3452396520740484	-3.0444332728464785	-3.3458407320170758	-2.9188081722611807	-1.616064147067928	-3.23436228458173	-1.7757850039655558	-3.1991570110500085	-3.494828970758532	-0.8727600644827382	-2.072898650072832
C22:6 LPE	3.005463244733775	0.32752994195756324	2.292268554134232	3.26744164479556	2.2061861670257263	3.0764525031016556	1.8904868407655753	-0.6535891348255773	2.041530765867468	-0.0173123101137449	3.074209583706013	3.4917300748546576	0.9275531883504233	1.1568003604311037
C24:0 Ceramide (d18:1)	-0.6952544140217083	-1.4827561308383572	-0.9982050396970712	-0.5346802861798576	-0.8876396849020463	-0.6396857178528071	-0.8981391815121802	-1.5304859924283238	-1.0909964360385116	-1.4378578658670111	-0.7100805365795084	-0.4799864751232108	-0.9494155768850923	-0.5148185539000658
C24:0 SM	-0.9139417815606063	-0.072085301964389	-0.5805115931178382	-0.8108918243995593	-0.5244070235075675	-0.7730493704921143	-0.3712279258505371	0.322378097561246	-0.5115618212036154	0.04093163705368319	-0.8850144003329801	-0.8644038815550226	-0.45222519867416144	0.12181060654692061
C24:1 Ceramide (d18:1)	-0.15569522594013963	-0.37369274119624585	-0.1351637804472985	0.1779098664666552	0.00489409218673309	0.09617062898764261	0.10954589151478955	-0.17231752681298815	-0.1843729505731172	-0.2951163690553731	-0.0973763733594355	0.21585694529182706	-0.3465734765310393	0.8442280599320973
C24:1 SM	0.5038250308427457	0.02086139132122966	0.13071538829026652	0.5253712946422089	0.3045564885201144	0.4315038600646538	0.33563356055277915	0.1650894207720042	0.0641485639126228	0.1949129279271462	0.4099710532217973	0.5299961472320205	0.8852806921032674	0.9431765806623189
C3 carnitine	-1.5160786431409439	0.7539630211043811	-0.9257860676064282	-1.787712589722431	-0.8851476466784396	-1.6157014795329752	-0.6325386298895002	1.5625152682186567	-0.7068906479801655	1.0424732134855397	-1.59843088292223	-1.98850860954539	0.2934346784004682	-0.1258537258397348
C3-DC-CH3 carnitine	-0.6755704709089021	0.9427612609775187	0.13320536698851826	-0.6101181589541824	0.0071010699120028775	-0.4544113196901508	0.16328778571168168	1.2926801611379226	0.29825089796029214	0.9088786214048952	-0.5579001397467476	-0.6932602834515778	-0.41206167210091627	0.09351303551276885
C30:0 DAG	0.22801036196446622	0.26653649368534627	0.48219367887779985	0.1827879474096663	0.23753230892641009	0.2637490027801451	0.12445176611630093	-0.10472032865995803	0.5170309697649539	0.007369826328939233	0.3131921191015099	0.2058233971356311	-0.504377353299629	-0.82597408065311
C30:0 PC	-2.5718725113179617	-1.5884430074606328	-2.4379806110497606	-2.3860234994921057	-2.1039744535062406	-2.4299186201834115	-1.7882712814733568	-0.6882469092453993	-2.3919486423992775	-1.1618175962961343	-2.633119429817712	-2.4784308327967364	-1.201799433808096	-0.12856596175665974
C32:0 DAG	0.0853887888633511	-0.12117666304090857	-0.10502736878382657	0.19972694125188784	0.06707432355454124	0.12168518227932823	0.14813192991258517	0.11851658969570991	-0.148854238267925	0.048413877289020135	0.03810664100306038	0.19992516268508484	0.4237479630177483	0.8693404509872571
C32:0 PC	-0.06849153606581426	0.2756979067667986	0.40416646335682604	0.20523994243484434	0.2957596763170196	0.24744962377943247	0.3420857488388467	0.2524163230786407	0.4396460415963296	0.12018620367672028	0.09430457587960639	0.23441657579630923	-0.7584039877027187	0.1944251563873513
C32:0 PE	-1.9749783907822747	-2.688120140928091	-2.2235533115796153	-1.9611713137644726	-2.238974924063588	-2.0122812957956486	-2.326101018321233	-2.9283694074808753	-2.288885703264195	-2.7490422941492207	-1.990695346977212	-1.9140553602282062	-2.368856341956094	-2.511321185668747
C32:1 DAG	-0.7283290061058207	-1.4164774709722474	-1.2114350067212272	-0.6150130503811415	-0.9453167301595755	-0.7587424445914875	-0.8794536934070367	-1.1820413362653948	-1.3116938755397356	-1.1720041803641106	-0.8319985667944847	-0.5971628648890488	-0.28949152891245467	0.10122307261764746
C32:1 PC	-2.4908147052029226	0.043684259590147434	-1.8565628986231697	-2.4835541733773487	-1.5702911864330131	-2.385458563480294	-1.119436241694147	1.3615677200764538	-1.652459828900252	0.5698133951872784	-2.5637597753357646	-2.697761418957177	-0.19354347495430124	0.5812109084099553
C32:2 DAG	-0.7803670879810842	-2.076738324955979	-1.3542735006412554	-0.6332890130553566	-1.1863091881326016	-0.7937677525657906	-1.234761222726408	-2.1993257528054717	-1.5012303182177988	-1.9985256173733958	-0.8405738941651908	-0.5554759814300056	-1.0550765930910706	-0.7486027005168006
C34:0 DAG	0.5181436203830301	-0.3193733002362338	0.2093143071625958	0.1489305605460307	-0.0647817258442287	0.19249575246045436	-0.35808415943264804	-1.052519306943246	0.17735458415309646	-0.597855142916786	0.4594286482431258	0.18684948091040662	-0.14677021198436035	-1.8240718965418936
C34:0 PC	-1.7222431937012428	0.06377961841556257	-1.169640172366287	-1.184132973161309	-0.6854900796200631	-1.235812045520451	-0.13691040582348912	1.5005662017948087	-1.0791611444001452	0.638054970155645	-1.6854797728017763	-1.3005091249233858	-0.07725323193475253	2.51045718013305
C34:0 PE	-1.4710660998867557	-1.1496745816733203	-2.0371426123920715	-2.073702073230826	-1.8705907148527734	-2.06809547718566	-1.8582080140195683	-0.803119696244768	-2.004109208354887	-0.775447670471987	-1.7999229551700395	-2.212889293054259	0.44540129489206715	-1.5027318124553255
C34:1 DAG	1.7355699374111277	0.44577471282208236	1.9489046969590442	2.5410777620700964	1.9008968687015395	2.4102636956399066	1.8722584486525153	0.026561893882397734	1.803914378715799	0.1142967186668642	2.0488096610999165	2.7474926032599174	-0.5361164664798763	1.9415035523380886
C34:1 PC	-0.3342318801162425	1.3400162812392962	1.241781776028864	0.9746327148424754	1.3454548402832023	0.9888983265860259	1.8428354829715914	2.1824189243136156	1.338564762900884	1.277539468070671	0.1954938613523307	1.0358539621421818	-1.5419684299071341	3.4786646642535692
C34:1 PC plasmalogen	0.10395577191616434	-0.31648635203251985	0.3445927785407882	0.14928027953521927	0.024082779939904597	0.21432673247364586	-0.16422573404628826	-0.9548263344248877	0.34199117483610497	-0.7188861385709564	0.24979435737749078	0.22738282060098267	-1.294646966570125	-1.4529735118018476
