featureid	UNKNOWN	p__Euryarchaeota|c__Methanobacteria	p__Euryarchaeota|c__Thermoplasmata	p__Actinobacteria|c__Actinobacteria	p__Actinobacteria|c__Coriobacteriia	p__Bacteroidetes|c__Bacteroidia	p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified	p__Firmicutes|c__Bacilli	p__Firmicutes|c__Clostridia	p__Firmicutes|c__Erysipelotrichia	p__Firmicutes|c__Firmicutes_unclassified	p__Firmicutes|c__Negativicutes	p__Firmicutes|c__Tissierellia	p__Fusobacteria|c__Fusobacteriia	p__Lentisphaerae|c__Lentisphaeria	p__Proteobacteria|c__Betaproteobacteria	p__Proteobacteria|c__Deltaproteobacteria	p__Proteobacteria|c__Epsilonproteobacteria	p__Proteobacteria|c__Gammaproteobacteria	p__Proteobacteria|c__Proteobacteria_unclassified	p__Spirochaetes|c__Spirochaetia	p__Synergistetes|c__Synergistia	p__Verrucomicrobia|c__Verrucomicrobiae	p__Ascomycota|c__Saccharomycetes	p__Eukaryota_unclassified|c__Eukaryota_unclassified
C34:1 PC	1.019734484603923	-0.0913785114021406	-0.7703066733291972	0.8948084578822144	0.7550409382924504	1.0145209891895868	0.4399837819720145	0.832094068894982	1.0234476525339185	0.8465512317150412	0.997282640220158	0.8486601450836896	1.0581161340056413	0.0887224871986354	0.40722576678667943	0.9960234742639841	1.4058776266338442	-0.28325314462007123	0.7779350464471549	0.8849425920060592	-0.48302003575456265	0.9849123059525091	1.0451451458047765	-0.942923171453522	0.06300032653223298
C34:1 PC plasmalogen	0.42785452328927454	-0.8407736060334974	-0.31997809999372584	-0.02513411567971452	0.06535553134220065	0.2017687224287137	-0.5960974934963312	-0.12148518197918623	0.17827357390177934	0.10776820547666555	0.2256880161458974	0.08111731931240496	0.41773895215512	0.7538744355099629	-1.1670122872787188	0.0856575083528849	0.3539260925306946	0.41505112597922844	-0.09126707953089419	0.11912239883161213	-1.028748983698966	0.4793166836285927	0.2393182029864539	-2.672977908517334	0.09479430808791456
C34:2 DAG	2.856075436708477	0.9084456402763077	-0.027202861889278535	2.4046372408774355	2.334838951088433	2.884980529069567	1.7945275232596103	2.026333071438888	2.6078666027258546	2.1573747276981345	2.5111280465172725	2.3807896375868562	2.707486030776606	1.47794391124227	1.6534235059771767	2.8877232582310426	3.31132464254275	0.6068277675362168	1.7814781818469347	2.5416780770044856	0.38397033949128234	2.646576728440594	2.7196259333583557	-0.8325036610395613	1.2981868762051012
C34:2 PC	-0.15287851486575343	0.9360738876246193	1.2426148498863825	-0.0053708740106206965	0.1097235784864771	-0.04302587763534582	0.5227770614090521	-0.05688518978808199	-0.16122243949845672	-0.10975189687809372	-0.1951261328489422	0.004963365712658541	-0.2751676425678715	0.35276866927261885	0.7104172749903634	0.02046115275337125	-0.43859115064970045	0.6010581187055872	-0.09082577949586057	-0.0013447143818936524	1.2912570758115676	-0.23326722810042888	-0.16702256588730025	1.9816215349478343	0.5564828489058637
C34:2 PC plasmalogen	-1.8929823989986283	-1.901700473701417	-1.6281268495958778	-1.9737442206340614	-1.9101909696722075	-1.9269097126428303	-1.9744234764951707	-2.012429361282944	-1.964217658587386	-1.962902151712683	-1.9600046791692454	-1.9379695310678269	-1.9329622604883498	-1.6103855693778995	-2.0877348346804787	-1.9434403353608194	-2.0133293896415987	-1.616990537004456	-2.0067106874121468	-1.9341656171630817	-1.8387696275324537	-1.9010444400950366	-1.9502774896125028	-2.0989389537464596	-1.7429897409150286
C34:3 DAG	0.8489545322847616	0.901819838536247	0.6728175583111615	0.6605116172353578	0.808150880537564	1.0296430768504852	0.9862724075599396	0.24850860050192258	0.5908314635196441	0.298331805965403	0.4634607214920521	0.6693210979266443	0.5248474391908386	0.5700691423324331	1.1272663016985582	1.1302562455193086	0.7470558561443719	0.2085850097811417	-0.020979147935297537	0.8088538252699466	1.038212692877317	0.554041495757243	0.6840603190779669	0.9976808156226413	0.689432571898966
C34:3 PC	-2.353419973828411	-1.107308481863191	1.2140544491440084	-2.5115754992721473	-2.106832909047	-2.6347884336627043	-2.1519976373206258	-2.3789814028601226	-2.5752087816432967	-2.1694053465953678	-2.437046938190108	-2.279895764411668	-2.395308366985799	0.3570328241964118	-2.766381960597431	-2.752044260943848	-3.3595627185898644	0.9732999455656626	-2.13541015037225	-2.3735084670234805	-0.40158409706223086	-2.158669432821524	-2.583441234051548	-1.1515408425181675	-0.3600077219294491
C34:4 PC plasmalogen	-1.5597324605723366	-0.2585033310350442	0.23988297577586712	-1.3739156287242225	-1.2415972703564861	-1.4728262374468724	-0.7951385826402002	-1.3704737123280184	-1.5460080462537737	-1.4269144604605293	-1.5604113982451584	-1.3515633071854776	-1.6577495960265312	-0.8069117210778751	-0.6304075335237025	-1.4195603561821284	-1.9235318591805504	-0.4433987651395923	-1.3610008220023868	-1.3819301350534126	0.1650553749455277	-1.601671445000326	-1.5655372175391444	0.9221238568944197	-0.6263162121801003
C36:0 DAG	0.3063681630078512	0.878528906444388	1.6600359855452977	0.1522836622168195	0.39456393828323033	0.3041008162912018	0.4997436509712716	-0.024851914588376545	0.080388314835802	0.0791562870827418	0.06163567821883431	0.24629036475352184	0.10607307337278638	1.221604274179719	0.35324195837142547	0.3180078334656796	-0.15141451123379657	1.2754329262269324	-0.08069102364035718	0.2861206055866248	1.244514967817389	0.215008114370276	0.1276995695765356	0.9781608974186313	1.0250976798058176
C36:1 DAG	1.8129114104468744	-0.7713872354878342	-1.6329968418019079	1.1627182356947727	1.1136146443212465	1.7647987304684696	0.2926507767014339	0.7200602340768427	1.4571643163142642	0.9419810983989065	1.3698164638398191	1.171682702284126	1.6530839083083606	0.3990240983931854	-0.0559257979201675	1.728116079072315	2.29548704051681	-0.6751314503907078	0.4615177562516165	1.3627677155534985	-1.417876410931047	1.6065015865011691	1.6002508600759087	-3.315305694817298	-0.0231867755538131
C36:1 PC	-0.4121392285340151	-0.39568764791079514	-0.43335672822179805	-0.46858814896180984	-0.4229155614179093	-0.36204880548210205	-0.38089072268015345	-0.5894907896397146	-0.48749205441970833	-0.5730181051933751	-0.5255283940390618	-0.46328438765184987	-0.5100525440560935	-0.4663669809423112	-0.3520008016256835	-0.33642438358246507	-0.4520822172738628	-0.5651380116061699	-0.661508523312568	-0.4277048350563497	-0.3520685608628704	-0.5005476425163398	-0.46096124111209436	-0.38308555258921295	-0.4425051997654723
C36:1 PC plasmalogen	-1.154830689280184	-2.4284139293712244	-2.169008167297207	-1.514624549527593	-1.4982481610081368	-1.3532967969988547	-2.1138375475917583	-1.5553391878444858	-1.3155394312850612	-1.3801282742433632	-1.270253372440553	-1.4450640353107396	-1.1138296163382888	-1.1051847522759397	-2.5824772300692507	-1.4605521834717492	-1.1014644981617296	-1.4182668663674591	-1.5123450200772588	-1.4239303514646746	-2.690743273342159	-1.0884854083903477	-1.2741511114727468	-4.0782883927745	-1.6374026831979211
